date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:25:28	54/54	---M--	200	added ('OK')	text/plain	date:Fri,%2010%20Dec%202021%2000:55:03%20GMT	http://mydahlia.co.kr/robots.txt		(from )
16:25:30	169492/169492	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2007:25:27%20GMT	http://mydahlia.co.kr/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/index.html	(from )
16:25:30	13648/13648	---M-Z	200	added ('OK')	text/javascript	etag:%2211658c2a390d60bcc77df55c597376841c0b1a20%22	http://mydahlia.co.kr/ind-script/optimizer.php?filename=08_Iz03VNzQq0i8oyk8vSszVLy8v18_MS-EqTi7KLCjRz0oFY57czDyerGIA&type=js&k=f8c449ff82a3977059c3195db755507c2666c339&t=1625595315	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/ind-script/optimizer4b0c.php	(from http://mydahlia.co.kr/)
16:25:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2030%20Dec%202021%2007:25:29%20GMT	http://cdn.jsdelivr.net/npm/xeicon@2.3.3/xeicon.min.css	C:/My%20Web%20Sites/sample_md/cdn.jsdelivr.net/npm/xeicon@2.3.3/xeicon.min.1.delayed	(from http://mydahlia.co.kr/)
16:25:31	12734/12734	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Jul%202021%2003:05:47%20GMT	http://mydahlia.co.kr/weskin_import/css/swiper.min.css	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/weskin_import/css/swiper.min.css	(from http://mydahlia.co.kr/)
16:25:31	36216/36216	---M-Z	200	added ('OK')	text/css	etag:W/%228d78-PbmlkAY03FYSFMaA5teYyx8nbiI%22	https://cdn.jsdelivr.net/npm/xeicon@2.3.3/xeicon.min.css	C:/My%20Web%20Sites/sample_md/cdn.jsdelivr.net/npm/xeicon@2.3.3/xeicon.min.css	(from http://mydahlia.co.kr/)
16:25:31	127933/127933	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2030%20Mar%202021%2004:40:17%20GMT	http://mydahlia.co.kr/weskin_import/js/swiper.min.js	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/weskin_import/js/swiper.min.js	(from http://mydahlia.co.kr/)
16:25:33	95848/95848	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2030%20Mar%202021%2004:40:17%20GMT	http://mydahlia.co.kr/weskin_import/js/jquery-1.11.2.min.js	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/weskin_import/js/jquery-1.11.2.min.js	(from http://mydahlia.co.kr/)
16:25:33	5210/5210	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2030%20Mar%202021%2004:40:17%20GMT	http://mydahlia.co.kr/weskin_import/js/jquery.bpopup-0.10.0.min.js	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/weskin_import/js/jquery.bpopup-0.10.0.min.js	(from http://mydahlia.co.kr/)
16:25:33	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2030%20Dec%202021%2007:25:32%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/sample_md/www.googletagmanager.com/gtm.75445.delayed	(from http://mydahlia.co.kr/)
16:25:34	2208/2208	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2027%20Sep%202021%2022:48:46%20GMT	http://mydahlia.co.kr/app/Eclog/js/cid.generate.js?vs=a8107c4e63cb45f5d57f4101a2b2ef0e	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/app/Eclog/js/cid.generatecade.js	(from http://mydahlia.co.kr/)
16:25:34	13906/13906	---M-Z	200	added ('OK')	text/css	etag:%2237e7195fb99da3061091a89c8e192e79:1611176559.793625%22	http://img.echosting.cafe24.com/editors/froala/css/froala_style_ec.min.css	C:/My%20Web%20Sites/sample_md/img.echosting.cafe24.com/editors/froala/css/froala_style_ec.min.css	(from http://mydahlia.co.kr/)
16:25:35	11359/11359	---M-Z	200	added ('OK')	text/css	etag:%2233b8838646a2c15dbfb1fa1cee22fc2f1d7b49bf%22	http://mydahlia.co.kr/ind-script/optimizer.php?filename=nZBBCkIxEEP3xa3nCHoEj-ANpnXUD-2kTKegt9edbgTpNuTlQXBnUxyOju68uTS4Dk4vijIGrk4LFLZG272DPf7pa0mDdcZGS5mPRXBGrEqrPNXX0JBcdRFlT3UzTVnMfvqld5wofsH5e-7z8Qs&type=css&k=a052fbc291df183c9caddf6aefc2c6be24ab00a6&t=1635315871	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/ind-script/optimizerd7b0.css	(from http://mydahlia.co.kr/)
16:25:35	20102/20102	---M-Z	200	added ('OK')	application/javascript	etag:%2260f67bc8-4e86%22	http://wcs.naver.net/wcslog.js	C:/My%20Web%20Sites/sample_md/wcs.naver.net/wcslog.js	(from http://mydahlia.co.kr/)
16:25:35	87272/87272	---M-Z	200	added ('OK')	text/css	etag:%22ef2d65ad0f27089b4b8a64952f09e99613337fbd%22	http://mydahlia.co.kr/ind-script/optimizer.php?filename=tdVLbgMhDAbgfei253ArJVGP0EUXlXoCxuMMbgEjDHncvuTRLqruAqthYPRh_TIMOAkEhKYqZYVPjtv1Zrt5eoFUJ89oXAkedCYzk_ISQb84Pq8BVSHIXD2BtyepBdAWWiSfHtrSI3RjQ_WF1Ul6Yy2dbSWb0b2SnSn3olNuT_yxzU5yuIu-lTpZZbzsgxKCxL7mdaKvSbhqL7SqPMYtIq0z0hjckR8k3_pjEG4Xju0cDkrcTmPgqZbSu6V_bTkOS8MPCrp9hnfJBzoPDIckufQ64f9ccpIKS3zPtGc6dK44k7dnfUzEbaHfnf_3V_XhOCWOS2cfJe4b0TJJl_b4Bg&type=css&k=faa19c5b2f2b5f3dc7661027f8e072a4cdad707d&t=1625719215&user=T	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/ind-script/optimizer87c7.css	(from http://mydahlia.co.kr/)
16:25:39	25414/25414	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:25:34%20GMT	http://mydahlia.co.kr/article/%ec%9d%b4%eb%b2%a4%ed%8a%b8/8/15612/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/article/%ec%9d%b4%eb%b2%a4%ed%8a%b8/8/15612/index.html	(from http://mydahlia.co.kr/)
16:25:39	79792/79792	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2007:25:34%20GMT	http://mydahlia.co.kr/shopinfo/brand.html	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/shopinfo/brand.html	(from http://mydahlia.co.kr/)
16:25:39	1345/1345	---M--	200	added ('OK')	image/png	etag:%2253994ee6-541%22	http://img.cafe24.com/img/common/global/ko_KR_18x12.png	C:/My%20Web%20Sites/sample_md/img.cafe24.com/img/common/global/ko_KR_18x12.png	(from http://mydahlia.co.kr/)
16:25:39	18137/18137	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Mar%202021%2005:10:22%20GMT	http://mydahlia.co.kr/web/upload/weskin32/kr/main/mydahlia_logo.png	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/weskin32/kr/main/mydahlia_logo.png	(from http://mydahlia.co.kr/)
16:25:39	2021/2021	---M--	200	added ('OK')	image/png	etag:%22533cbfdf-7e5%22	http://img.cafe24.com/img/common/global/ko_KR_32x24.png	C:/My%20Web%20Sites/sample_md/img.cafe24.com/img/common/global/ko_KR_32x24.png	(from http://mydahlia.co.kr/)
16:25:43	135195/135195	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2007:25:38%20GMT	http://mydahlia.co.kr/category/shop/90/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/category/shop/90/index.html	(from http://mydahlia.co.kr/)
16:25:44	82160/82160	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2007:25:38%20GMT	http://mydahlia.co.kr/myshop/index.html	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/myshop/index.html	(from http://mydahlia.co.kr/)
16:25:44	23752/23752	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:25:38%20GMT	http://mydahlia.co.kr/board/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/1/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/board/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/1/index.html	(from http://mydahlia.co.kr/)
16:25:47	25292/25292	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:25:42%20GMT	http://mydahlia.co.kr/board/%ec%83%81%ed%92%88-%ec%82%ac%ec%9a%a9%ed%9b%84%ea%b8%b0/4/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/board/%ec%83%81%ed%92%88-%ec%82%ac%ec%9a%a9%ed%9b%84%ea%b8%b0/4/index.html	(from http://mydahlia.co.kr/)
16:25:47	24853/24853	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:25:42%20GMT	http://mydahlia.co.kr/board/%ec%83%81%ed%92%88-qa/6/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/board/%ec%83%81%ed%92%88-qa/6/index.html	(from http://mydahlia.co.kr/)
16:25:47	100960/100960	---M--	200	added ('OK')	image/x-icon	date:Tue,%2014%20Sep%202021%2007:32:27%20GMT	http://mydahlia.co.kr/web/upload/favicon-c91cd3f7ee18367c3678263018e0a1d1.ico	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/favicon-c91cd3f7ee18367c3678263018e0a1d1.ico	(from http://mydahlia.co.kr/)
16:25:47	80803/80803	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2007:25:42%20GMT	http://mydahlia.co.kr/member/login.html	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/member/login.html	(from http://mydahlia.co.kr/)
16:25:49	23703/23703	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:25:45%20GMT	http://mydahlia.co.kr/board/%ec%9d%b4%eb%b2%a4%ed%8a%b8/8/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/board/%ec%9d%b4%eb%b2%a4%ed%8a%b8/8/index.html	(from http://mydahlia.co.kr/)
16:25:53	219982/219982	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2007:25:45%20GMT	http://mydahlia.co.kr/member/join.html	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/member/join.html	(from http://mydahlia.co.kr/)
16:25:53	85107/85107	---MC-	302	error ('Found')	text/html	date:Thu,%2030%20Dec%202021%2007:25:46%20GMT	http://mydahlia.co.kr/myshop/order/list.html	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/myshop/order/list.html	(from http://mydahlia.co.kr/)
16:25:55	100493/100493	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2007:25:53%20GMT	http://mydahlia.co.kr/product/search.html?keyword=%ed%8c%a8%eb%b8%8c%eb%a6%ad%20%ed%8d%bc%ed%93%b8	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/searchb8ec.html	(from http://mydahlia.co.kr/)
16:25:56	80874/80874	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2007:25:53%20GMT	http://mydahlia.co.kr/product/search.html?keyword=%ec%b2%ad%ed%8f%ac%eb%8f%84	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/search44df.html	(from http://mydahlia.co.kr/)
16:25:56	80874/80874	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2007:25:53%20GMT	http://mydahlia.co.kr/product/search.html?keyword=%eb%b3%b5%ec%88%ad%ec%95%84	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/search49be.html	(from http://mydahlia.co.kr/)
16:25:59	32080/32080	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:25:54%20GMT	http://mydahlia.co.kr/product/%eb%a9%94%ec%9d%b4%ed%81%ac%ec%97%85-%eb%94%a5-%ed%81%b4%eb%a6%b0-%ec%8a%a4%ed%8b%b1-20g/144/category/90/display/1/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%a9%94%ec%9d%b4%ed%81%ac%ec%97%85-%eb%94%a5-%ed%81%b4%eb%a6%b0-%ec%8a%a4%ed%8b%b1-20g/144/category/90/display/1/index.html	(from http://mydahlia.co.kr/)
16:26:00	33105/33105	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:25:55%20GMT	http://mydahlia.co.kr/product/%eb%b9%84%ed%83%80-%ec%9b%8c%ec%8b%9c-%ec%98%a4%ed%94%84-%eb%b0%a4-%ec%8a%a4%ed%8b%b1-20g/143/category/90/display/1/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%b9%84%ed%83%80-%ec%9b%8c%ec%8b%9c-%ec%98%a4%ed%94%84-%eb%b0%a4-%ec%8a%a4%ed%8b%b1-20g/143/category/90/display/1/index.html	(from http://mydahlia.co.kr/)
16:26:02	33842/33842	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:25:59%20GMT	http://mydahlia.co.kr/product/%eb%94%a5-%ed%81%b4%eb%a6%ac%ec%96%b4%eb%a7%81-%eb%a8%b8%eb%93%9c-%ec%8a%a4%ed%8b%b1-20g/137/category/90/display/1/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%94%a5-%ed%81%b4%eb%a6%ac%ec%96%b4%eb%a7%81-%eb%a8%b8%eb%93%9c-%ec%8a%a4%ed%8b%b1-20g/137/category/90/display/1/index.html	(from http://mydahlia.co.kr/)
16:26:24	34591/34591	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:26:20%20GMT	http://mydahlia.co.kr/product/%eb%b0%a4-%eb%b8%94%eb%9e%99%ed%97%a4%eb%93%9c-%ec%8a%a4%ed%8b%b1-20g/123/category/90/display/1/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%b0%a4-%eb%b8%94%eb%9e%99%ed%97%a4%eb%93%9c-%ec%8a%a4%ed%8b%b1-20g/123/category/90/display/1/index.html	(from http://mydahlia.co.kr/)
16:26:26	33652/33652	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:26:23%20GMT	http://mydahlia.co.kr/product/%eb%8d%94-%eb%b9%84%ed%83%80-%eb%a9%80%ed%8b%b0%eb%b0%a4-10g/131/category/90/display/1/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%8d%94-%eb%b9%84%ed%83%80-%eb%a9%80%ed%8b%b0%eb%b0%a4-10g/131/category/90/display/1/index.html	(from http://mydahlia.co.kr/)
16:26:30	26800/26800	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:26:25%20GMT	http://mydahlia.co.kr/category/%ed%8f%ac%ec%bc%93%ed%8d%bc%ed%93%b8/83/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/category/%ed%8f%ac%ec%bc%93%ed%8d%bc%ed%93%b8/83/index.html	(from http://mydahlia.co.kr/)
16:26:33	28098/28098	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:26:29%20GMT	http://mydahlia.co.kr/category/%ec%a0%84%ec%a0%9c%ed%92%88/26/%22	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/category/%ec%a0%84%ec%a0%9c%ed%92%88/26/_.html	(from http://mydahlia.co.kr/)
16:26:47	32099/32099	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:26:44%20GMT	http://mydahlia.co.kr/product/%eb%a9%94%ec%9d%b4%ed%81%ac%ec%97%85-%eb%94%a5-%ed%81%b4%eb%a6%b0-%ec%8a%a4%ed%8b%b1-20g/144/category/1/display/4/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%a9%94%ec%9d%b4%ed%81%ac%ec%97%85-%eb%94%a5-%ed%81%b4%eb%a6%b0-%ec%8a%a4%ed%8b%b1-20g/144/category/1/display/4/index.html	(from http://mydahlia.co.kr/)
16:26:47	82163/82163	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Dec%202021%2009:03:04%20GMT	http://mydahlia.co.kr/web/product/medium/202112/89f47c13c7a7754e2f944a29cb282eef.jpg	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/product/medium/202112/89f47c13c7a7754e2f944a29cb282eef.jpg	(from http://mydahlia.co.kr/)
16:26:50	15998/15998	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2002:42:11%20GMT	http://mydahlia.co.kr/web/upload/icon_201906041142116700.png	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/icon_201906041142116700.png	(from http://mydahlia.co.kr/)
16:26:51	16015/16015	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2002:42:24%20GMT	http://mydahlia.co.kr/web/upload/icon_201906041142243100.png	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/icon_201906041142243100.png	(from http://mydahlia.co.kr/)
16:26:51	1191/1191	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Apr%202018%2009:31:40%20GMT	http://mydahlia.co.kr/web/upload/icon_201804051831404500.png	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/icon_201804051831404500.png	(from http://mydahlia.co.kr/)
16:26:53	15933/15933	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2002:41:58%20GMT	http://mydahlia.co.kr/web/upload/icon_201906041141583700.png	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/icon_201906041141583700.png	(from http://mydahlia.co.kr/)
16:26:54	183011/183011	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Oct%202021%2002:57:33%20GMT	http://mydahlia.co.kr/web/upload/weskin32/kr/main/main_6-1.jpg	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/weskin32/kr/main/main_6-1.jpg	(from http://mydahlia.co.kr/)
16:26:56	33126/33126	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:26:53%20GMT	http://mydahlia.co.kr/product/%eb%b9%84%ed%83%80-%ec%9b%8c%ec%8b%9c-%ec%98%a4%ed%94%84-%eb%b0%a4-%ec%8a%a4%ed%8b%b1-20g/143/category/1/display/4/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%b9%84%ed%83%80-%ec%9b%8c%ec%8b%9c-%ec%98%a4%ed%94%84-%eb%b0%a4-%ec%8a%a4%ed%8b%b1-20g/143/category/1/display/4/index.html	(from http://mydahlia.co.kr/)
16:27:09	102807/102807	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Oct%202021%2006:49:04%20GMT	http://mydahlia.co.kr/web/product/medium/202110/bf7c89dcb42cc38ecc74a9d37244d785.jpg	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/product/medium/202110/bf7c89dcb42cc38ecc74a9d37244d785.jpg	(from http://mydahlia.co.kr/)
16:27:11	33859/33859	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:27:08%20GMT	http://mydahlia.co.kr/product/%eb%94%a5-%ed%81%b4%eb%a6%ac%ec%96%b4%eb%a7%81-%eb%a8%b8%eb%93%9c-%ec%8a%a4%ed%8b%b1-20g/137/category/1/display/4/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%94%a5-%ed%81%b4%eb%a6%ac%ec%96%b4%eb%a7%81-%eb%a8%b8%eb%93%9c-%ec%8a%a4%ed%8b%b1-20g/137/category/1/display/4/index.html	(from http://mydahlia.co.kr/)
16:27:14	15578/15578	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2002:42:05%20GMT	http://mydahlia.co.kr/web/upload/icon_201906041142058700.png	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/icon_201906041142058700.png	(from http://mydahlia.co.kr/)
16:27:14	116889/116889	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Nov%202021%2006:52:03%20GMT	http://mydahlia.co.kr/web/product/medium/202111/a1ff187d11d84a8c0b18267c3e77f805.jpg	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/product/medium/202111/a1ff187d11d84a8c0b18267c3e77f805.jpg	(from http://mydahlia.co.kr/)
16:27:18	34581/34581	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:27:12%20GMT	http://mydahlia.co.kr/product/%eb%b0%a4-%eb%b8%94%eb%9e%99%ed%97%a4%eb%93%9c-%ec%8a%a4%ed%8b%b1-20g/123/category/1/display/4/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%b0%a4-%eb%b8%94%eb%9e%99%ed%97%a4%eb%93%9c-%ec%8a%a4%ed%8b%b1-20g/123/category/1/display/4/index.html	(from http://mydahlia.co.kr/)
16:27:20	33681/33681	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:27:17%20GMT	http://mydahlia.co.kr/product/%eb%8d%94-%eb%b9%84%ed%83%80-%eb%a9%80%ed%8b%b0%eb%b0%a4-10g/131/category/1/display/4/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%8d%94-%eb%b9%84%ed%83%80-%eb%a9%80%ed%8b%b0%eb%b0%a4-10g/131/category/1/display/4/index.html	(from http://mydahlia.co.kr/)
16:27:21	139721/139721	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Nov%202021%2006:51:24%20GMT	http://mydahlia.co.kr/web/product/medium/202111/334b1307275119f5883afa78333b6053.jpg	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/product/medium/202111/334b1307275119f5883afa78333b6053.jpg	(from http://mydahlia.co.kr/)
16:27:23	33039/33039	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:27:19%20GMT	http://mydahlia.co.kr/product/%eb%a6%ac%ec%96%bc-%ed%8d%bc%ed%93%b8-%ec%83%b4%ed%91%b8-%eb%8b%a4%eb%a7%88%ec%8a%a4%ed%81%ac-%eb%a1%9c%ec%a6%88-1000ml/125/category/1/display/4/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%a6%ac%ec%96%bc-%ed%8d%bc%ed%93%b8-%ec%83%b4%ed%91%b8-%eb%8b%a4%eb%a7%88%ec%8a%a4%ed%81%ac-%eb%a1%9c%ec%a6%88-1000ml/125/category/1/display/4/index.html	(from http://mydahlia.co.kr/)
16:27:29	353211/353211	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2005:44:36%20GMT	http://mydahlia.co.kr/web/upload/weskin32/kr/main/main_13.jpg	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/weskin32/kr/main/main_13.jpg	(from http://mydahlia.co.kr/)
16:27:31	32964/32964	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:27:27%20GMT	http://mydahlia.co.kr/product/%eb%a6%ac%ec%96%bc-%ed%8d%bc%ed%93%b8-%eb%b0%94%eb%94%94%ec%9b%8c%ec%8b%9c-%eb%b2%a0%eb%a6%ac-%eb%a6%b4%eb%a6%ac-1000ml/128/category/1/display/4/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%a6%ac%ec%96%bc-%ed%8d%bc%ed%93%b8-%eb%b0%94%eb%94%94%ec%9b%8c%ec%8b%9c-%eb%b2%a0%eb%a6%ac-%eb%a6%b4%eb%a6%ac-1000ml/128/category/1/display/4/index.html	(from http://mydahlia.co.kr/)
16:27:33	98312/98312	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Nov%202021%2006:52:20%20GMT	http://mydahlia.co.kr/web/product/medium/202111/98874554aa47cf52e3b537ec5457bb94.jpg	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/product/medium/202111/98874554aa47cf52e3b537ec5457bb94.jpg	(from http://mydahlia.co.kr/)
16:27:35	32933/32933	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:27:32%20GMT	http://mydahlia.co.kr/product/%eb%a6%ac%ec%96%bc-%ed%8d%bc%ed%93%b8-%eb%b0%94%eb%94%94%eb%a1%9c%ec%85%98-%eb%8b%a4%eb%a7%88%ec%8a%a4%ed%81%ac-%eb%a1%9c%ec%a6%88-500ml/129/category/1/display/4/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%eb%a6%ac%ec%96%bc-%ed%8d%bc%ed%93%b8-%eb%b0%94%eb%94%94%eb%a1%9c%ec%85%98-%eb%8b%a4%eb%a7%88%ec%8a%a4%ed%81%ac-%eb%a1%9c%ec%a6%88-500ml/129/category/1/display/4/index.html	(from http://mydahlia.co.kr/)
16:27:49	89273/89273	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Dec%202021%2009:50:49%20GMT	http://mydahlia.co.kr/web/product/medium/202112/9382c3e2a45ae09ff78de801002feb07.jpg	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/product/medium/202112/9382c3e2a45ae09ff78de801002feb07.jpg	(from http://mydahlia.co.kr/)
16:27:51	32019/32019	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2030%20Dec%202021%2007:27:48%20GMT	http://mydahlia.co.kr/product/%ec%b9%b4%eb%b0%8d-%eb%a6%ac%ed%8e%98%ec%96%b4-%ec%8b%9c%ec%b9%b4-%ec%8a%a4%ed%8b%b1-20g/145/category/1/display/4/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/product/%ec%b9%b4%eb%b0%8d-%eb%a6%ac%ed%8e%98%ec%96%b4-%ec%8b%9c%ec%b9%b4-%ec%8a%a4%ed%8b%b1-20g/145/category/1/display/4/index.html	(from http://mydahlia.co.kr/)
16:27:53	11996/11996	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jan%202021%2001:10:47%20GMT	http://mydahlia.co.kr/web/upload/weskin32/kr/main/main_banner01.jpg	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/weskin32/kr/main/main_banner01.jpg	(from http://mydahlia.co.kr/)
16:27:56	88065/88065	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Dec%202021%2007:27:52%20GMT	http://mydahlia.co.kr/board/review/list.html	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/board/review/list.html	(from http://mydahlia.co.kr/)
16:28:12	11901/11901	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jan%202021%2001:10:47%20GMT	http://mydahlia.co.kr/web/upload/weskin32/kr/main/main_banner03.jpg	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/web/upload/weskin32/kr/main/main_banner03.jpg	(from http://mydahlia.co.kr/)
16:28:12	1754/1754	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Dec%202021%2007:28:12%20GMT	http://mydahlia.co.kr/category/sale/28/	C:/My%20Web%20Sites/sample_md/mydahlia.co.kr/category/sale/28/index.html	(from http://mydahlia.co.kr/)
